PLMNID:1;SIM:1;NODE:M01B01;CELL:1000001;RANGE:1-300;INTRARANGE:1-150;BTS:G1-1;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000002;RANGE:1-300;INTRARANGE:1-150;BTS:G1-1;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000003;RANGE:1-300;INTRARANGE:1-150;BTS:G1-1;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000004;RANGE:1-300;INTRARANGE:1-150;BTS:G1-2;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000005;RANGE:1-300;INTRARANGE:1-150;BTS:G1-2;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000006;RANGE:1-300;INTRARANGE:1-150;BTS:G1-2;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000007;RANGE:1-300;INTRARANGE:1-150;BTS:G1-3;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000008;RANGE:1-300;INTRARANGE:1-150;BTS:G1-3;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000009;RANGE:1-300;INTRARANGE:1-150;BTS:G1-3;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000010;RANGE:1-300;INTRARANGE:1-150;BTS:G1-4;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000011;RANGE:1-300;INTRARANGE:1-150;BTS:G1-4;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000012;RANGE:1-300;INTRARANGE:1-150;BTS:G1-4;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000013;RANGE:1-300;INTRARANGE:1-150;BTS:G1-5;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000014;RANGE:1-300;INTRARANGE:1-150;BTS:G1-5;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000015;RANGE:1-300;INTRARANGE:1-150;BTS:G1-5;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000016;RANGE:1-300;INTRARANGE:1-150;BTS:G1-6;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000017;RANGE:1-300;INTRARANGE:1-150;BTS:G1-6;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000018;RANGE:1-300;INTRARANGE:1-150;BTS:G1-6;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000019;RANGE:1-300;INTRARANGE:1-150;BTS:G1-7;
PLMNID:1;SIM:1;NODE:M01B01;CELL:1000020;RANGE:1-300;INTRARANGE:1-150;BTS:G1-7;
