ROWID=1;SCR=1;EXTUCFDDID=RNC01-1-1;MUCID=RNC01-1-1;USERLABEL=RNC01-1-1;LAC=1;PCID=1;CID=5302;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=2;SCR=2;EXTUCFDDID=RNC01-2-1;MUCID=RNC01-2-1;USERLABEL=RNC01-2-1;LAC=1;PCID=2;CID=5303;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=3;SCR=3;EXTUCFDDID=RNC01-3-1;MUCID=RNC01-3-1;USERLABEL=RNC01-3-1;LAC=1;PCID=3;CID=5304;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=4;SCR=4;EXTUCFDDID=RNC01-3-2;MUCID=RNC01-3-2;USERLABEL=RNC01-3-2;LAC=1;PCID=4;CID=5305;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=5;SCR=5;EXTUCFDDID=RNC01-3-3;MUCID=RNC01-3-3;USERLABEL=RNC01-3-3;LAC=1;PCID=5;CID=5306;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=6;SCR=6;EXTUCFDDID=RNC01-4-1;MUCID=RNC01-4-1;USERLABEL=RNC01-4-1;LAC=1;PCID=6;CID=5307;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=7;SCR=7;EXTUCFDDID=RNC01-4-2;MUCID=RNC01-4-2;USERLABEL=RNC01-4-2;LAC=1;PCID=7;CID=5308;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=8;SCR=8;EXTUCFDDID=RNC01-4-3;MUCID=RNC01-4-3;USERLABEL=RNC01-4-3;LAC=1;PCID=8;CID=5309;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=9;SCR=9;EXTUCFDDID=RNC01-5-1;MUCID=RNC01-5-1;USERLABEL=RNC01-5-1;LAC=1;PCID=9;CID=5310;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=10;SCR=10;EXTUCFDDID=RNC01-5-2;MUCID=RNC01-5-2;USERLABEL=RNC01-5-2;LAC=1;PCID=10;CID=5311;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=11;SCR=11;EXTUCFDDID=RNC01-5-3;MUCID=RNC01-5-3;USERLABEL=RNC01-5-3;LAC=1;PCID=11;CID=5312;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=12;SCR=12;EXTUCFDDID=RNC01-6-1;MUCID=RNC01-6-1;USERLABEL=RNC01-6-1;LAC=1;PCID=12;CID=5313;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=13;SCR=13;EXTUCFDDID=RNC01-6-2;MUCID=RNC01-6-2;USERLABEL=RNC01-6-2;LAC=1;PCID=13;CID=5314;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=14;SCR=14;EXTUCFDDID=RNC01-6-3;MUCID=RNC01-6-3;USERLABEL=RNC01-6-3;LAC=1;PCID=14;CID=5315;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=15;SCR=15;EXTUCFDDID=RNC01-7-1;MUCID=RNC01-7-1;USERLABEL=RNC01-7-1;LAC=1;PCID=15;CID=5316;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=16;SCR=16;EXTUCFDDID=RNC01-7-2;MUCID=RNC01-7-2;USERLABEL=RNC01-7-2;LAC=1;PCID=16;CID=5317;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=17;SCR=17;EXTUCFDDID=RNC01-7-3;MUCID=RNC01-7-3;USERLABEL=RNC01-7-3;LAC=1;PCID=17;CID=5318;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=18;SCR=18;EXTUCFDDID=RNC01-8-1;MUCID=RNC01-8-1;USERLABEL=RNC01-8-1;LAC=1;PCID=18;CID=5319;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=19;SCR=19;EXTUCFDDID=RNC01-8-2;MUCID=RNC01-8-2;USERLABEL=RNC01-8-2;LAC=1;PCID=19;CID=5320;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=20;SCR=20;EXTUCFDDID=RNC01-8-3;MUCID=RNC01-8-3;USERLABEL=RNC01-8-3;LAC=1;PCID=20;CID=5321;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=21;SCR=21;EXTUCFDDID=RNC01-9-1;MUCID=RNC01-9-1;USERLABEL=RNC01-9-1;LAC=1;PCID=21;CID=5322;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=22;SCR=22;EXTUCFDDID=RNC01-9-2;MUCID=RNC01-9-2;USERLABEL=RNC01-9-2;LAC=1;PCID=22;CID=5323;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=23;SCR=23;EXTUCFDDID=RNC01-9-3;MUCID=RNC01-9-3;USERLABEL=RNC01-9-3;LAC=1;PCID=23;CID=5324;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=24;SCR=24;EXTUCFDDID=RNC01-10-1;MUCID=RNC01-10-1;USERLABEL=RNC01-10-1;LAC=1;PCID=24;CID=5325;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=25;SCR=25;EXTUCFDDID=RNC01-10-2;MUCID=RNC01-10-2;USERLABEL=RNC01-10-2;LAC=1;PCID=25;CID=5326;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=26;SCR=26;EXTUCFDDID=RNC01-10-3;MUCID=RNC01-10-3;USERLABEL=RNC01-10-3;LAC=1;PCID=26;CID=5327;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
ROWID=27;SCR=27;EXTUCFDDID=RNC01-11-1;MUCID=RNC01-11-1;USERLABEL=RNC01-11-1;LAC=1;PCID=27;CID=5328;RAC=1;ARFCNVDL=10563;RNCID=01;UARFCNUL=12
