CELL_NAME=1000001;MCC=046;MNC=04;LAC=1;CI=1
CELL_NAME=1000002;MCC=046;MNC=04;LAC=1;CI=2
CELL_NAME=1000003;MCC=046;MNC=04;LAC=1;CI=3
CELL_NAME=1000004;MCC=046;MNC=04;LAC=1;CI=4
CELL_NAME=1000005;MCC=046;MNC=04;LAC=1;CI=5
CELL_NAME=1000006;MCC=046;MNC=04;LAC=1;CI=6
CELL_NAME=1000007;MCC=046;MNC=04;LAC=1;CI=7
CELL_NAME=1000008;MCC=046;MNC=04;LAC=1;CI=8
CELL_NAME=1000009;MCC=046;MNC=04;LAC=1;CI=9
CELL_NAME=1000010;MCC=046;MNC=04;LAC=1;CI=10
CELL_NAME=1000011;MCC=046;MNC=04;LAC=1;CI=11
CELL_NAME=1000012;MCC=046;MNC=04;LAC=1;CI=12
CELL_NAME=1000013;MCC=046;MNC=04;LAC=1;CI=13
CELL_NAME=1000014;MCC=046;MNC=04;LAC=1;CI=14
CELL_NAME=1000015;MCC=046;MNC=04;LAC=1;CI=15
CELL_NAME=1000016;MCC=046;MNC=04;LAC=1;CI=16
CELL_NAME=1000017;MCC=046;MNC=04;LAC=1;CI=17
CELL_NAME=1000018;MCC=046;MNC=04;LAC=1;CI=18
CELL_NAME=1000019;MCC=046;MNC=04;LAC=1;CI=19
CELL_NAME=1000020;MCC=046;MNC=04;LAC=1;CI=20
CELL_NAME=1000021;MCC=046;MNC=04;LAC=1;CI=21
CELL_NAME=1000022;MCC=046;MNC=04;LAC=1;CI=22
CELL_NAME=1000023;MCC=046;MNC=04;LAC=1;CI=23
CELL_NAME=1000024;MCC=046;MNC=04;LAC=1;CI=24
CELL_NAME=1000025;MCC=046;MNC=04;LAC=1;CI=25
CELL_NAME=1000026;MCC=046;MNC=04;LAC=1;CI=26
CELL_NAME=1000027;MCC=046;MNC=04;LAC=1;CI=27
CELL_NAME=1000028;MCC=046;MNC=04;LAC=1;CI=28
CELL_NAME=1000029;MCC=046;MNC=04;LAC=1;CI=29
CELL_NAME=1000030;MCC=046;MNC=04;LAC=1;CI=30
CELL_NAME=1000031;MCC=046;MNC=04;LAC=1;CI=31
CELL_NAME=1000032;MCC=046;MNC=04;LAC=1;CI=32
CELL_NAME=1000033;MCC=046;MNC=04;LAC=1;CI=33
CELL_NAME=1000034;MCC=046;MNC=04;LAC=1;CI=34
CELL_NAME=1000035;MCC=046;MNC=04;LAC=1;CI=35
CELL_NAME=1000036;MCC=046;MNC=04;LAC=1;CI=36
CELL_NAME=1000037;MCC=046;MNC=04;LAC=1;CI=37
CELL_NAME=1000038;MCC=046;MNC=04;LAC=1;CI=38
CELL_NAME=1000039;MCC=046;MNC=04;LAC=1;CI=39
CELL_NAME=1000040;MCC=046;MNC=04;LAC=1;CI=40
CELL_NAME=1000041;MCC=046;MNC=04;LAC=1;CI=41
